File di Test,Funzione di Test,Helper Esterni Utilizzati,Stato Revisione,Note
integration/tasks/test_data_extraction_quota_and_notifications_EXT.py,TestPackageDataLicenseEXT.test_package_data_license_archives_license_and_removes_original_EXT(),helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_on_data_ready_task_edges_EXT.py,TestOnDataReadyTaskEdges.test_skip_schedule_with_zero_datasets(),helpers/auth.py -> AuthenticatedTestUser; helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_on_data_ready_task_edges_EXT.py,TestOnDataReadyTaskEdges.test_skip_schedule_with_multiple_datasets(),helpers/auth.py -> AuthenticatedTestUser; helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_on_data_ready_task_edges_EXT.py,TestOnDataReadyTaskEdges.test_skip_schedule_with_invalid_run_filter_decode(),helpers/auth.py -> AuthenticatedTestUser; helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_on_data_ready_task_edges_EXT.py,TestOnDataReadyTaskEdges.test_celery_send_failure_raises_system_error(),helpers/auth.py -> AuthenticatedTestUser; helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_queue_sorting_EXT.py,TestQueueSorting.test_queue_sorting_dataset_type_routes_recent_and_old_reftimes(),Nessuno,,
integration/tasks/test_queue_sorting_EXT.py,TestQueueSorting.test_queue_sorting_naive_reftime_is_treated_as_utc(),Nessuno,,
integration/tasks/test_queue_sorting_EXT.py,TestQueueSorting.test_queue_sorting_missing_reftime_routes_to_archived_queue(),Nessuno,,
integration/tasks/test_requests_cleanup_expiration_EXT.py,TestAutomaticCleanupExpirationEXT.test_automatic_cleanup_archives_deletes_and_preserves_expected_requests_EXT(),helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_requests_cleanup_expiration_EXT.py,TestAutomaticCleanupExpirationEXT.test_automatic_cleanup_ignores_user_with_expiration_disabled_EXT(),helpers/cleanup.py -> CleanupRegistry,,
integration/tasks/test_requests_cleanup_expiration_EXT.py,TestAutomaticCleanupExpirationEXT.test_automatic_cleanup_removes_only_old_orphan_files_EXT(),helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_listing_EXT.py,test_templates_listing_requires_authentication_EXT,Nessuno,,
integration/templates/test_templates_listing_EXT.py,test_templates_listing_returns_empty_grib_and_shp_lists_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_listing_EXT.py,test_templates_listing_filters_by_format_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_listing_EXT.py,test_templates_listing_get_total_counts_all_and_filtered_templates_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_listing_EXT.py,test_templates_listing_marks_max_allowed_when_limit_is_reached_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_accepts_valid_grib_file_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_accepts_complete_shapefile_zip_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_rejects_incomplete_shapefile_zip_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_rejects_wrong_extension_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_returns_403_when_disk_quota_is_exceeded_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_upload_returns_401_when_max_templates_is_reached_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_get_existing_file_returns_filepath_and_format_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_get_missing_file_returns_404_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_delete_missing_file_returns_404_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/templates/test_templates_upload_delete_EXT.py,test_template_delete_removes_shapefile_sidecars_with_same_stem_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_grid_interpolation_get_trans_type_maps_known_subtypes(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_spare_point_get_trans_type_maps_known_subtypes(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_grid_cropping_format_sub_type_normalizes_bbox_only(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_template_filepath_existing_file_returns_none(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_template_filepath_missing_file_raises_bad_request(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_coord_filepath_missing_file_raises_bad_request(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_coord_filepath_wrong_format_raises_bad_request(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_coord_filepath_valid_shapefile_bundle_returns_none(),Nessuno,,
integration/tools/test_tool_helpers_EXT.py,TestToolHelpers.test_check_coord_filepath_corrupt_shapefile_bundle_removes_folder(),Nessuno,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_usage_endpoint_requires_authentication_EXT,Nessuno,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_usage_returns_zero_when_user_directory_is_absent_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_usage_returns_positive_used_when_user_directory_has_files_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_hourly_endpoint_requires_authentication_EXT,Nessuno,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_hourly_returns_empty_object_when_user_has_no_hourly_limit_EXT,helpers/cleanup.py -> CleanupRegistry,,
integration/user_limits/test_usage_and_hourly_EXT.py,test_hourly_reports_submitted_total_and_remaining_in_current_hour_EXT,helpers/cleanup.py -> CleanupRegistry,,
